('team member', 'team members'),[  1.36152612e-05   9.99986410e-01]
('process', 'deploy'),[ 0.21928968  0.78071034]
('move', 'build'),[ 0.21943051  0.78056949]
('script', 'deploy'),[ 0.21944764  0.78055239]
('milestone', 'ticket'),[ 0.21952944  0.78047055]
('rework', 'ticket'),[ 0.219932    0.78006804]
('cynefin', 'commit'),[ 0.2200066   0.77999336]
('lifecycle', 'ticket'),[ 0.22017245  0.77982754]
('cliche', 'completed'),[ 0.22040461  0.77959532]
('operation', 'task'),[ 0.2204093   0.77959073]
('ceremony', 'deploy'),[ 0.22045407  0.7795459 ]
('down', 'in progress'),[ 0.22052656  0.77947342]
('criteria', 'task'),[ 0.22053047  0.77946961]
('domain', 'completed'),[ 0.22060157  0.77939844]
('capex', 'deploy'),[ 0.22069304  0.77930695]
('team', 'commit'),[ 0.22076209  0.77923787]
('tutorial', 'task'),[ 0.22076878  0.77923125]
('step', 'developer'),[ 0.22085224  0.77914774]
('software', 'developer'),[ 0.22094253  0.77905744]
('prototype', 'deploy'),[ 0.22094531  0.77905464]
('timebox', 'developer'),[ 0.22139879  0.77860129]
('Kanban', 'deploy'),[ 0.22144879  0.77855128]
('prototype', 'deployment'),[ 0.22159296  0.77840704]
('sizing', 'build'),[ 0.22162089  0.77837908]
('rework', 'resolved'),[ 0.22174102  0.77825892]
('deliver', 'resolved'),[ 0.22176521  0.77823484]
('reflection', 'deployment'),[ 0.22190307  0.77809697]
('population', 'completed'),[ 0.22190478  0.77809525]
('artefact', 'deploy'),[ 0.22202095  0.77797902]
('output', 'demo'),[ 0.22203308  0.77796692]
('policy', 'build'),[ 0.22205143  0.7779485 ]
('delivery', 'ticket'),[ 0.22219142  0.77780861]
('analysis', 'build'),[ 0.22226891  0.77773112]
('timeliness', 'completed'),[ 0.22243387  0.77756613]
('build', 'resolved'),[ 0.22264943  0.7773506 ]
('pilot', 'developer'),[ 0.2227658  0.7772342]
('evolution', 'deploy'),[ 0.22278552  0.77721447]
('purpose', 'developer'),[ 0.22279875  0.77720124]
('deep', 'build'),[ 0.22292362  0.77707636]
('change', 'build'),[ 0.22297303  0.77702701]
('crisis', 'build'),[ 0.22299524  0.77700478]
('model', 'resolved'),[ 0.22330883  0.7766912 ]
('values', 'developer'),[ 0.22362377  0.77637619]
('mixin', 'commit'),[ 0.22367074  0.77632928]
('kanban', 'build'),[ 0.22373606  0.77626395]
('endeavor', 'task'),[ 0.22376819  0.77623177]
('lead', 'completed'),[ 0.22393693  0.77606308]
('ready', 'deployment'),[ 0.22396891  0.77603108]
('production', 'deployment'),[ 0.2240902   0.77590984]
('capacity', 'task'),[ 0.22420916  0.77579087]
('reuse', 'deployment'),[ 0.22423774  0.77576232]
('code', 'completed'),[ 0.22432609  0.77567393]
('solution', 'task'),[ 0.22436976  0.77563018]
('software', 'sprint backlog item'),[ 0.22446887  0.77553117]
('analyst', 'build'),[ 0.22453479  0.77546519]
('milestone', 'developer'),[ 0.2246587   0.77534127]
('capex', 'demo'),[ 0.22468019  0.77531976]
('project', 'commit'),[ 0.22492297  0.77507699]
('failure', 'deploy'),[ 0.22496226  0.77503777]
('diagram', 'ticket'),[ 0.22508882  0.77491117]
('consumer', 'task'),[ 0.22510703  0.77489293]
('quantity', 'task'),[ 0.22516514  0.77483481]
('consistency', 'completed'),[ 0.22568777  0.77431226]
('actor', 'developer'),[ 0.22571991  0.77428013]
('decision', 'deployment'),[ 0.22572498  0.77427506]
('property', 'deployment'),[ 0.22580765  0.77419233]
('field', 'developer'),[ 0.22581513  0.77418488]
('benchmark', 'deployment'),[ 0.22585973  0.7741403 ]
('personas', 'task'),[ 0.2259744   0.77402562]
('binding', 'demo'),[ 0.22608121  0.77391881]
('code', 'deploy'),[ 0.22615968  0.77384031]
('ready', 'build'),[ 0.22623348  0.77376652]
('coding', 'deploy'),[ 0.22640868  0.77359134]
('point', 'deploy'),[ 0.22646621  0.77353376]
('automation', 'task'),[ 0.22654055  0.77345937]
('trademark', 'demo'),[ 0.22660072  0.77339929]
('scrum', 'deploy'),[ 0.22678804  0.77321202]
('developer', 'resolved'),[ 0.22680332  0.7731967 ]
('performance', 'deployment'),[ 0.22686918  0.77313083]
('evolution', 'demo'),[ 0.2269183   0.77308172]
('evolution', 'deployment'),[ 0.22696224  0.77303779]
('assemble', 'demo'),[ 0.22704829  0.77295166]
('program', 'deployment'),[ 0.22765842  0.77234167]
('cause', 'demo'),[ 0.22767785  0.77232218]
('software', 'test result'),[ 0.2278517   0.77214825]
('request', 'deployment'),[ 0.22803898  0.77196103]
('stream', 'build'),[ 0.22813189  0.77186811]
('personas', 'developer'),[ 0.22822638  0.77177364]
('cast', 'build'),[ 0.22828512  0.77171487]
('request', 'deploy'),[ 0.22828712  0.7717129 ]
('cookie', 'demo'),[ 0.22829485  0.77170515]
('commonalities', 'completed'),[ 0.22830142  0.77169865]
('version', 'developer'),[ 0.22833933  0.77166075]
('safety', 'build'),[ 0.22834039  0.77165961]
('velocity', 'resolved'),[ 0.22868843  0.77131158]
('tool', 'commit'),[ 0.22869231  0.77130765]
('problem', 'deploy'),[ 0.22900414  0.77099591]
('schedule', 'developer'),[ 0.2291493   0.77085072]
('timeline', 'developer'),[ 0.2292394   0.77076066]
('customer', 'completed'),[ 0.22957458  0.77042544]
('measure', 'deployment'),[ 0.22958291  0.77041709]
('database', 'demo'),[ 0.22962064  0.7703793 ]
('health', 'developer'),[ 0.22967422  0.77032578]
('accuracy', 'task'),[ 0.22968662  0.77031338]
('package', 'demo'),[ 0.23027353  0.76972646]
('constraint', 'deployment'),[ 0.23039582  0.76960421]
('recovery', 'demo'),[ 0.23073381  0.76926619]
('slack', 'deploy'),[ 0.23079573  0.76920426]
('pattern', 'completed'),[ 0.23096004  0.76903999]
('integrity', 'incomplete'),[ 0.23170137  0.76829863]
('mapping', 'ticket'),[ 0.23172981  0.76827013]
('generality', 'deploy'),[ 0.23188533  0.76811469]
('devops', 'build'),[ 0.23194164  0.76805842]
('sizing', 'task'),[ 0.2322358   0.76776415]
('mixin', 'deploy'),[ 0.23247337  0.76752663]
('format', 'deploy'),[ 0.2325038   0.76749623]
('crystal', 'task'),[ 0.23258527  0.76741475]
('role', 'developer'),[ 0.23285185  0.76714808]
('platform', 'developer'),[ 0.2328566   0.76714343]
('inventory', 'deploy'),[ 0.23296544  0.76703459]
('testing', 'commit'),[ 0.2330029  0.7669971]
('waste', 'deploy'),[ 0.23347282  0.76652718]
('requirement', 'ticket'),[ 0.23355022  0.76644975]
('role', 'completed'),[ 0.2337518   0.76624823]
('accuracy', 'ticket'),[ 0.2338417   0.76615828]
('constraint', 'task'),[ 0.23387663  0.76612335]
('customer', 'deploy'),[ 0.23408289  0.76591706]
('timeliness', 'task'),[ 0.23431279  0.76568723]
('recovery', 'deploy'),[ 0.23435041  0.76564956]
('operation', 'demo'),[ 0.23437738  0.76562256]
('release', 'ticket'),[ 0.23441948  0.76558053]
('sprint', 'deploy'),[ 0.23475967  0.76524031]
('taxonomy', 'task'),[ 0.2347904   0.76520962]
('principal', 'ticket'),[ 0.23486258  0.76513743]
('tutorial', 'build'),[ 0.23517624  0.76482373]
('overload', 'developer'),[ 0.23527263  0.76472735]
('include', 'task'),[ 0.23545469  0.76454532]
('test-driven development', 'user acceptance test'),[ 0.23552737  0.76447266]
('problem', 'deployment'),[ 0.23584798  0.76415205]
('property', 'deploy'),[ 0.23591562  0.7640844 ]
('essential', 'task'),[ 0.23595347  0.76404649]
('binding', 'task'),[ 0.23597154  0.76402849]
('robustness', 'task'),[ 0.23613198  0.76386803]
('request', 'build'),[ 0.23623472  0.76376528]
('replication', 'deploy'),[ 0.2363615  0.7636385]
('test driven development', 'user acceptance test'),[ 0.23642327  0.76357675]
('consumer', 'ticket'),[ 0.2364497   0.76355028]
('format', 'deployment'),[ 0.23649983  0.76350021]
('program', 'deploy'),[ 0.23655504  0.76344496]
('chart', 'commit'),[ 0.23660593  0.76339412]
('integrity', 'developer'),[ 0.23664124  0.76335877]
('pipeline', 'deploy'),[ 0.2367831   0.76321691]
('scope', 'deployment'),[ 0.23682393  0.76317602]
('iteration', 'demo'),[ 0.23687498  0.76312506]
('budget', 'deploy'),[ 0.23700467  0.76299536]
('flowchart', 'deployment'),[ 0.23702976  0.76297021]
('testing', 'deployment'),[ 0.23704259  0.76295739]
('cliche', 'deployment'),[ 0.23719288  0.76280713]
('system', 'resolved'),[ 0.23742706  0.76257294]
('process', 'build'),[ 0.23760295  0.76239711]
('format', 'build'),[ 0.23769329  0.76230675]
('measure', 'build'),[ 0.23794827  0.7620517 ]
('write', 'deploy'),[ 0.23810682  0.76189321]
('decision', 'ticket'),[ 0.23817842  0.76182157]
('command', 'demo'),[ 0.23821887  0.7617811 ]
('security', 'task'),[ 0.23837088  0.7616291 ]
('partial', 'ticket'),[ 0.23838919  0.76161087]
('service', 'deployment'),[ 0.2385316   0.76146835]
('entropy', 'ticket'),[ 0.23874381  0.76125622]
('category', 'demo'),[ 0.23875512  0.76124489]
('program', 'build'),[ 0.23890679  0.7610932 ]
('note', 'incomplete'),[ 0.2389729   0.76102716]
('project', 'build'),[ 0.2390392   0.76096082]
('test-first development', 'user acceptance test'),[ 0.23905727  0.7609427 ]
('return', 'build'),[ 0.23963709  0.76036292]
('velocity', 'ticket'),[ 0.2396756   0.76032448]
('bottleneck', 'completed'),[ 0.23971404  0.76028597]
('note', 'deploy'),[ 0.23976709  0.76023293]
('taskboard', 'ticket'),[ 0.23977505  0.76022494]
('operation', 'deploy'),[ 0.23977858  0.76022142]
('rule', 'resolved'),[ 0.23978092  0.7602191 ]
('field', 'resolved'),[ 0.24010579  0.75989419]
('population', 'deploy'),[ 0.24013992  0.75986004]
('resume', 'build'),[ 0.24036974  0.75963032]
('address', 'deploy'),[ 0.24042484  0.75957513]
('workflow', 'demo'),[ 0.240494    0.75950599]
('change', 'commit'),[ 0.24057005  0.75942999]
('purpose', 'completed'),[ 0.24082394  0.75917602]
('viewpoint', 'deploy'),[ 0.24082632  0.75917369]
('cause', 'commit'),[ 0.24085197  0.75914806]
('deliverable', 'developer'),[ 0.2409346   0.75906539]
('scenario', 'developer'),[ 0.24094497  0.75905502]
('framework', 'developer'),[ 0.24094875  0.75905126]
('usability', 'deploy'),[ 0.24105144  0.7589485 ]
('consumer', 'developer'),[ 0.2411775  0.7588225]
('domain', 'developer'),[ 0.24119124  0.75880873]
('tutorial', 'demo'),[ 0.24120425  0.7587958 ]
('component', 'developer'),[ 0.24120666  0.75879335]
('assemble', 'task'),[ 0.24122758  0.75877237]
('artefact', 'developer'),[ 0.24133293  0.75866711]
('clear', 'deploy'),[ 0.24145864  0.75854135]
('segment', 'task'),[ 0.24150558  0.75849438]
('use case', 'task'),[ 0.24157731  0.75842273]
('criteria', 'ticket'),[ 0.24158517  0.7584148 ]
('unit', 'deploy'),[ 0.24159385  0.75840616]
('analysis', 'ticket'),[ 0.24161844  0.75838149]
('output', 'deploy'),[ 0.24185431  0.75814575]
('Cynefin', 'ticket'),[ 0.24191932  0.75808066]
('cynefin', 'ticket'),[ 0.24192807  0.75807196]
('pattern', 'deployment'),[ 0.24200256  0.75799745]
('problem', 'build'),[ 0.24212885  0.75787121]
('model', 'completed'),[ 0.24221528  0.75778472]
('scenario', 'ticket'),[ 0.24222311  0.75777686]
('paradigm', 'build'),[ 0.24232188  0.75767815]
('project', 'deploy'),[ 0.24246308  0.75753695]
('include', 'deploy'),[ 0.24246483  0.75753516]
('inconsistency', 'incomplete'),[ 0.24270649  0.75729346]
('sprint', 'deployment'),[ 0.24279507  0.75720489]
('issue', 'resolved'),[ 0.24319389  0.75680608]
('class', 'completed'),[ 0.24337851  0.75662148]
('conformance', 'deployment'),[ 0.24362037  0.75637954]
('team', 'prioritized'),[ 0.24370024  0.75629979]
('capex', 'build'),[ 0.24380133  0.7561987 ]
('parameter', 'completed'),[ 0.24385929  0.75614065]
('population', 'deployment'),[ 0.24408266  0.75591731]
('binning', 'ticket'),[ 0.24413085  0.75586915]
('bundle', 'deploy'),[ 0.24435773  0.75564224]
('workflow', 'ticket'),[ 0.24437498  0.75562501]
('asset', 'resolved'),[ 0.24469891  0.75530106]
('property', 'developer'),[ 0.24488829  0.75511175]
('report', 'build'),[ 0.24491723  0.75508279]
('trailer', 'developer'),[ 0.24497928  0.75502074]
('step', 'resolved'),[ 0.24500386  0.75499612]
('category', 'ticket'),[ 0.24502991  0.75497001]
('complexity', 'ticket'),[ 0.24503277  0.75496721]
('timebox', 'commit'),[ 0.24530421  0.75469577]
('knowledge', 'incomplete'),[ 0.24530841  0.75469154]
('acquisition', 'incomplete'),[ 0.24546616  0.75453383]
('experiment', 'ticket'),[ 0.24591953  0.75408041]
('execution', 'demo'),[ 0.24599552  0.75400454]
('resolve', 'ticket'),[ 0.24615148  0.75384855]
('pattern', 'deploy'),[ 0.24617182  0.75382823]
('analysis', 'developer'),[ 0.24619833  0.75380164]
('security', 'demo'),[ 0.24625733  0.75374269]
('experiment', 'developer'),[ 0.24627346  0.75372654]
('mapping', 'demo'),[ 0.24632005  0.75367987]
('graph', 'ticket'),[ 0.2463437   0.75365633]
('model', 'deployment'),[ 0.24640794  0.75359201]
('usability', 'task'),[ 0.24641931  0.75358069]
('bundle', 'developer'),[ 0.2464949   0.75350511]
('time', 'deploy'),[ 0.246502    0.75349808]
('management', 'team members'),[ 0.2465466   0.75345337]
('problem', 'developer'),[ 0.24669437  0.75330561]
('context', 'deployment'),[ 0.24700129  0.75299877]
('information', 'completed'),[ 0.24702014  0.75297982]
('values', 'demo'),[ 0.24715827  0.75284171]
('prototype', 'demo'),[ 0.24720477  0.75279522]
('shell', 'ticket'),[ 0.24725817  0.75274187]
('resume', 'deployment'),[ 0.24725823  0.75274175]
('entity', 'developer'),[ 0.24747308  0.75252694]
('function', 'task'),[ 0.24747582  0.75252414]
('statistic', 'ticket'),[ 0.24782515  0.75217485]
('execution', 'task'),[ 0.24785361  0.75214642]
('recovery', 'deployment'),[ 0.24796715  0.75203282]
('epic', 'developer'),[ 0.24802694  0.75197309]
('contractor', 'ticket'),[ 0.248184    0.75181597]
('total', 'commit'),[ 0.24831647  0.75168353]
('rework', 'build'),[ 0.24846914  0.75153089]
('sample', 'developer'),[ 0.24853158  0.75146842]
('owner', 'developer'),[ 0.24858773  0.75141227]
('kaizen', 'build'),[ 0.24863879  0.75136119]
('timeline', 'completed'),[ 0.24865207  0.7513479 ]
('tutorial', 'ticket'),[ 0.24868056  0.75131947]
('deliver', 'task'),[ 0.24875249  0.75124747]
('group', 'deploy'),[ 0.24901512  0.75098491]
('method', 'developer'),[ 0.24917991  0.7508201 ]
('threshold', 'task'),[ 0.24923874  0.75076121]
('replication', 'deployment'),[ 0.24936838  0.75063163]
('chart', 'build'),[ 0.24952893  0.75047106]
('partial', 'build'),[ 0.24954626  0.75045377]
('calendar', 'task'),[ 0.24959941  0.7504006 ]
('project', 'developer'),[ 0.249603    0.75039697]
('contractor', 'task'),[ 0.24960929  0.75039071]
('category', 'task'),[ 0.24996535  0.75003463]
('pilot', 'completed'),[ 0.25001928  0.74998075]
('schedule', 'task'),[ 0.25018725  0.74981272]
('case', 'deploy'),[ 0.25023168  0.74976838]
('heuristic', 'build'),[ 0.25023705  0.74976295]
('move', 'resolved'),[ 0.25027415  0.74972582]
('client', 'developer'),[ 0.25036258  0.74963742]
('release', 'build'),[ 0.25042212  0.74957788]
('exception', 'demo'),[ 0.25046405  0.74953598]
('Kanban', 'build'),[ 0.25053513  0.74946493]
('velocity', 'task'),[ 0.25068134  0.74931872]
('diagram', 'demo'),[ 0.25086996  0.74913001]
('statement', 'task'),[ 0.25140825  0.74859178]
('argument', 'prioritized'),[ 0.25146732  0.74853265]
('place', 'developer'),[ 0.25149733  0.74850267]
('note', 'commit'),[ 0.2515454   0.74845469]
('counter', 'commit'),[ 0.25161633  0.7483837 ]
('integrity', 'demo'),[ 0.25181958  0.74818045]
('feature', 'build'),[ 0.25205141  0.74794865]
('done', 'deployment'),[ 0.25210992  0.74789006]
('role', 'commit'),[ 0.25214127  0.7478587 ]
('batch', 'deploy'),[ 0.2522411   0.74775892]
('customer', 'build'),[ 0.25276163  0.74723834]
('ready', 'ticket'),[ 0.25284058  0.74715948]
('policy', 'demo'),[ 0.25295177  0.7470482 ]
('solution', 'build'),[ 0.2530207   0.74697936]
('goal', 'commit'),[ 0.25303519  0.74696487]
('duration', 'demo'),[ 0.25303796  0.74696207]
('pattern', 'build'),[ 0.25312233  0.74687773]
('principle', 'ticket'),[ 0.25318816  0.74681193]
('command', 'deployment'),[ 0.2532624  0.7467376]
('economy', 'build'),[ 0.25330779  0.74669224]
('scale', 'developer'),[ 0.25341719  0.74658287]
('accept', 'deploy'),[ 0.25348407  0.74651593]
('computer', 'demo'),[ 0.25378045  0.74621958]
('tracing', 'commit'),[ 0.25428513  0.7457149 ]
('analysis', 'demo'),[ 0.25433972  0.74566025]
('quality', 'demo'),[ 0.25445744  0.74554259]
('note', 'developer'),[ 0.25447476  0.74552524]
('overload', 'demo'),[ 0.25471622  0.74528378]
('run', 'deploy'),[ 0.25482845  0.74517155]
('reflection', 'developer'),[ 0.25486806  0.74513191]
('experiment', 'demo'),[ 0.25518891  0.74481112]
('list', 'deploy'),[ 0.25521761  0.74478239]
('product', 'commit'),[ 0.25526515  0.74473482]
('instance', 'ticket'),[ 0.25529078  0.74470925]
('investment', 'developer'),[ 0.25533533  0.74466467]
('attribute', 'ticket'),[ 0.25549069  0.74450928]
('analyst', 'demo'),[ 0.25565621  0.74434382]
('commitment', 'ticket'),[ 0.25572354  0.74427646]
('complete', 'deploy'),[ 0.25573567  0.74426436]
('program', 'in progress'),[ 0.25575566  0.74424428]
('pipeline', 'ticket'),[ 0.2559298   0.74407017]
('practices', 'task'),[ 0.25604784  0.74395216]
('resolve', 'build'),[ 0.25621811  0.74378192]
('milestone', 'task'),[ 0.25652358  0.74347651]
('tool', 'completed'),[ 0.25653297  0.74346697]
('framework', 'ticket'),[ 0.2566323   0.74336773]
('control', 'commit'),[ 0.25682369  0.74317634]
('variable', 'task'),[ 0.25683808  0.74316192]
('segment', 'deploy'),[ 0.2569901   0.74300987]
('clear', 'developer'),[ 0.257016  0.742984]
('constraint', 'ticket'),[ 0.2571505   0.74284953]
('prototype', 'developer'),[ 0.2571893   0.74281061]
('platform', 'ticket'),[ 0.25723603  0.74276394]
('offset', 'commit'),[ 0.25730693  0.74269313]
('pig', 'deploy'),[ 0.25756535  0.74243462]
('limits', 'completed'),[ 0.25757179  0.7424283 ]
('process', 'developer'),[ 0.25770661  0.74229336]
('developer', 'completed'),[ 0.25778344  0.74221659]
('commitment', 'completed'),[ 0.2578699  0.7421301]
('schedule', 'demo'),[ 0.25814846  0.74185157]
('acceptance test driven development', 'developer'),[ 0.25834802  0.74165201]
('metric', 'completed'),[ 0.25835302  0.74164689]
('report', 'developer'),[ 0.25835669  0.74164331]
('version', 'deployment'),[ 0.2585195   0.74148053]
('cause', 'build'),[ 0.25859284  0.74140716]
('evolution', 'task'),[ 0.25864455  0.74135542]
('view', 'resolved'),[ 0.25916892  0.74083108]
('compatibility', 'completed'),[ 0.25938216  0.74061787]
('source', 'commit'),[ 0.25969326  0.74030674]
('language', 'task'),[ 0.25990954  0.74009049]
('estimate', 'demo'),[ 0.25994021  0.74005979]
('computer', 'developer'),[ 0.26006192  0.73993802]
('fault', 'commit'),[ 0.26034528  0.73965478]
('service', 'resolved'),[ 0.26050469  0.73949528]
('counter', 'ticket'),[ 0.2605364   0.73946357]
('defect', 'commit'),[ 0.2606295   0.73937052]
('object', 'developer'),[ 0.2606833  0.7393167]
('field', 'completed'),[ 0.26079267  0.73920739]
('fragile', 'build'),[ 0.26080021  0.73919982]
('principal', 'prioritized'),[ 0.26089638  0.73910362]
('quantity', 'ticket'),[ 0.26089689  0.73910314]
('exception', 'task'),[ 0.26090521  0.73909473]
('user-story-writing workshop', 'user acceptance test'),[ 0.26099238  0.73900765]
('script', 'commit'),[ 0.26130471  0.73869526]
('implementation', 'deployment'),[ 0.26131889  0.73868108]
('tool', 'resolved'),[ 0.26137263  0.73862737]
('reflection', 'demo'),[ 0.26142073  0.73857933]
('cycle', 'completed'),[ 0.26145396  0.73854601]
('version', 'ticket'),[ 0.26149341  0.73850662]
('principle', 'incomplete'),[ 0.26150408  0.73849595]
('code', 'developer'),[ 0.26163074  0.73836929]
('vision', 'deployment'),[ 0.26166958  0.73833042]
('driver', 'resolved'),[ 0.26175302  0.73824698]
('template', 'build'),[ 0.26175624  0.7382437 ]
('timeline', 'task'),[ 0.26218754  0.73781246]
('practice', 'build'),[ 0.26219177  0.73780823]
('cookie', 'completed'),[ 0.26223573  0.73776424]
('step', 'completed'),[ 0.26252517  0.7374748 ]
('simplicity', 'ticket'),[ 0.26253861  0.73746133]
('techniques', 'ticket'),[ 0.26267478  0.73732519]
('evolution', 'build'),[ 0.26268342  0.73731655]
('strategy', 'demo'),[ 0.26270428  0.73729569]
('failure', 'developer'),[ 0.26281175  0.73718822]
('reflection', 'ticket'),[ 0.26283592  0.73716408]
('constant', 'commit'),[ 0.26292723  0.73707277]
('deployment', 'ticket'),[ 0.26331431  0.73668575]
('correctness', 'task'),[ 0.26348525  0.73651481]
('crisis', 'demo'),[ 0.26361638  0.73638362]
('cliche', 'developer'),[ 0.2636832   0.73631674]
('spike', 'resolved'),[ 0.26374534  0.73625463]
('precondition', 'prioritized'),[ 0.26377702  0.73622298]
('variable', 'ticket'),[ 0.26384833  0.73615158]
('meaning', 'demo'),[ 0.26390484  0.73609513]
('place', 'deployment'),[ 0.26402134  0.73597866]
('source', 'resolved'),[ 0.26403511  0.73596489]
('criteria', 'demo'),[ 0.26435784  0.73564219]
('personas', 'resolved'),[ 0.26439664  0.73560339]
('activity', 'commit'),[ 0.26450613  0.7354939 ]
('database', 'deployment'),[ 0.26456228  0.73543775]
('inventory', 'developer'),[ 0.26493412  0.73506588]
('inspection', 'ticket'),[ 0.26501322  0.73498678]
('integrate', 'task'),[ 0.26506504  0.73493499]
('scrum', 'commit'),[ 0.26530367  0.73469627]
('ceremony', 'developer'),[ 0.2653726   0.73462737]
('command', 'build'),[ 0.26548016  0.73451984]
('development', 'team members'),[ 0.26556593  0.73443413]
('benchmark', 'ticket'),[ 0.26563358  0.73436642]
('resolve', 'deployment'),[ 0.26585633  0.73414373]
('build', 'commit'),[ 0.2658768   0.73412317]
('limits', 'deployment'),[ 0.26600635  0.73399365]
('development', 'deploy'),[ 0.26665279  0.73334718]
('reflection', 'task'),[ 0.26671502  0.73328501]
('capacity', 'ticket'),[ 0.26674408  0.73325598]
('lean', 'ticket'),[ 0.26680732  0.73319262]
('include', 'developer'),[ 0.26693258  0.73306745]
('consumer', 'commit'),[ 0.26718023  0.73281974]
('measurement', 'task'),[ 0.26726452  0.73273551]
('resume', 'developer'),[ 0.26729622  0.73270375]
('quantity', 'build'),[ 0.26778048  0.73221946]
('submit', 'deploy'),[ 0.26793668  0.73206329]
('budget', 'commit'),[ 0.26796794  0.732032  ]
('inventory', 'task'),[ 0.26798397  0.73201603]
('endeavor', 'developer'),[ 0.26800078  0.73199916]
('law', 'developer'),[ 0.26816258  0.73183739]
('view', 'commit'),[ 0.26816753  0.7318325 ]
('test', 'commit'),[ 0.26825333  0.73174667]
('acceptance-test-driven development', 'developer'),[ 0.26851377  0.7314862 ]
('simultaneous', 'completed'),[ 0.26860136  0.73139858]
('capacity', 'deploy'),[ 0.26871306  0.73128694]
('signature', 'ticket'),[ 0.26873192  0.73126811]
('log', 'commit'),[ 0.26898324  0.73101681]
('information', 'incomplete'),[ 0.26902375  0.73097622]
('team', 'deployment'),[ 0.26909849  0.73090154]
('quality', 'commit'),[ 0.26946491  0.73053509]
('essential', 'ticket'),[ 0.26954523  0.7304548 ]
('fragile', 'task'),[ 0.26956511  0.73043489]
('team demo', 'completed'),[ 0.26958254  0.73041749]
('system demo', 'incomplete'),[ 0.26963475  0.73036528]
('feedback', 'developer'),[ 0.26974732  0.73025274]
('sprint', 'commit'),[ 0.26987222  0.73012775]
('contract', 'commit'),[ 0.2700803   0.72991967]
('table', 'in progress'),[ 0.27023378  0.72976625]
('end user', 'developer'),[ 0.27023798  0.72976202]
('spike', 'completed'),[ 0.27024031  0.72975969]
('stage', 'deploy'),[ 0.27035913  0.72964084]
('variable', 'build'),[ 0.27067798  0.72932202]
('cadence', 'deploy'),[ 0.27076191  0.72923809]
('production', 'prioritized'),[ 0.27082956  0.72917044]
('usability', 'build'),[ 0.27088317  0.72911686]
('suite', 'deploy'),[ 0.27099621  0.72900379]
('decision', 'developer'),[ 0.27112123  0.72887874]
('concerns', 'commit'),[ 0.27127144  0.72872865]
('log', 'developer'),[ 0.2714003   0.72859967]
('component', 'task'),[ 0.27168351  0.72831649]
('swarming', 'task'),[ 0.27169284  0.72830713]
('scale', 'resolved'),[ 0.27171579  0.72828418]
('precision', 'demo'),[ 0.27178651  0.72821349]
('inventory', 'ticket'),[ 0.27179852  0.72820151]
('product', 'deploy'),[ 0.27183458  0.72816545]
('pattern', 'developer'),[ 0.27194342  0.72805655]
('contractor', 'completed'),[ 0.27198204  0.72801787]
('authority', 'task'),[ 0.27212432  0.72787565]
('milestone', 'demo'),[ 0.27215222  0.7278477 ]
('simplicity', 'deployment'),[ 0.27217042  0.72782952]
('database', 'deploy'),[ 0.27226046  0.72773957]
('rework', 'developer'),[ 0.27226797  0.72773206]
('environment', 'test result'),[ 0.27231339  0.72768658]
('consistent', 'completed'),[ 0.27249074  0.72750926]
('generality', 'developer'),[ 0.27273047  0.72726959]
('complexity', 'deployment'),[ 0.27274358  0.72725648]
('function', 'build'),[ 0.27286163  0.7271384 ]
('purpose', 'deployment'),[ 0.2729055   0.72709447]
('term', 'commit'),[ 0.27290708  0.72709286]
('offset', 'demo'),[ 0.27292427  0.72707576]
('problem', 'completed'),[ 0.2729373  0.7270627]
('concerns', 'deploy'),[ 0.27315623  0.72684377]
('law', 'commit'),[ 0.27315688  0.72684318]
('chain', 'deploy'),[ 0.27318767  0.72681236]
('progressive refinement', 'in progress'),[ 0.27334109  0.72665894]
('property', 'task'),[ 0.2734299   0.72657013]
('name', 'deploy'),[ 0.27346727  0.72653276]
('segment', 'commit'),[ 0.2735042  0.7264958]
('slack', 'commit'),[ 0.27352968  0.72647029]
('timebox', 'build'),[ 0.27354759  0.72645241]
('prototyping', 'demo'),[ 0.27379099  0.72620898]
('parameter', 'developer'),[ 0.27380922  0.72619087]
('hypothesis', 'task'),[ 0.27382284  0.72617722]
('robust', 'demo'),[ 0.27390426  0.72609574]
('absolute', 'completed'),[ 0.2742154  0.7257846]
('dependency', 'demo'),[ 0.27426839  0.72573161]
('interface', 'incomplete'),[ 0.27432483  0.72567523]
('item', 'deploy'),[ 0.27435049  0.72564948]
('validation', 'task'),[ 0.27435315  0.72564691]
('mandatory', 'demo'),[ 0.27445728  0.72554278]
('estimate', 'build'),[ 0.27454841  0.72545153]
('change', 'completed'),[ 0.27458885  0.72541112]
('duration', 'build'),[ 0.27459574  0.72540426]
('source', 'completed'),[ 0.27460319  0.72539681]
('sizing', 'demo'),[ 0.27469733  0.72530264]
('invest', 'deployment'),[ 0.27488697  0.72511303]
('parameter', 'ticket'),[ 0.27496722  0.72503275]
('community', 'deployment'),[ 0.27509183  0.72490811]
('paradigm', 'ticket'),[ 0.27515307  0.7248469 ]
('environment', 'ticket'),[ 0.27520657  0.72479343]
('community', 'ticket'),[ 0.2753095   0.72469044]
('accept', 'developer'),[ 0.27531725  0.72468269]
('points', 'completed'),[ 0.27533576  0.72466421]
('reusable', 'resolved'),[ 0.27535683  0.72464317]
('case', 'commit'),[ 0.27537781  0.72462213]
