yes	Incorrect	iteration retrospective		net graph	[[ 0.34312797  0.65687203]]	[[[  0.83417448   0.9175764    0.67885937   0.89669712   0.77789505
yes	Incorrect	values		stable branch	[[ 0.34348288  0.65651709]]	[[[  0.87209184   0.9043196    0.72201416   0.8983458    0.63251221
yes	Incorrect	component testing		establish and maintain	[[ 0.34314045  0.65685958]]	[[[  0.89610485   0.93537954   0.80095211   0.83224964   0.58580645
yes	Correct	inspection		empirical process control	[[ 0.34313285  0.65686715]]	[[[  0.51877555   0.90467916   0.68052153   0.9159199    0.68183243
yes	Correct	storage allocation		overlay	[[ 0.34306347  0.65693653]]	[[[  0.82308204   0.83898737   0.76909042   0.8935263    0.56617902
yes	Incorrect	transition condition		principal	[[ 0.343256  0.656744]]	[[[  0.94561724   0.95731899   0.92469834   0.94922974   0.60115342
yes	Correct	retirement phase		system life cycle	[[ 0.34285569  0.65714437]]	[[[  0.87654255   0.89350489   0.90053691   0.8680474    0.73827329
yes	Incorrect	dependent state class		adaptation	[[ 0.34321606  0.656784  ]]	[[[  0.9183715    0.95051318   0.8663436    0.84651393   0.55451197
yes	Incorrect	organizational unit		all-at-once product development	[[ 0.34315866  0.6568414 ]]	[[[  0.           0.           0.           0.95395241   0.81120596
yes	Incorrect	generally accepted		definition is advanced as a proposed standard	[[ 0.34317669  0.65682328]]	[[[  0.           0.           0.           0.9296215    0.65389335
yes	Incorrect	call by value		task structuring	[[ 0.33965912  0.66034091]]	[[[  0.           0.           0.           0.79101536   0.7481054
yes	Incorrect	sprint planning meeting		bottleneck	[[ 0.34315744  0.65684253]]	[[[  0.85233185   0.9054717    0.79094481   0.91077753   0.51417549
yes	Correct	continuous improvement		kaizen	[[ 0.34316328  0.65683675]]	[[[  0.92972916   0.9698822    0.91282227   0.99346502   0.61053889
yes	Incorrect	agile development practices		problem definition	[[ 0.34318036  0.6568197 ]]	[[[  0.89882889   0.91280292   0.73645084   0.93395346   0.67816011
yes	Incorrect	defect arrival rate		class-level operation	[[ 0.34312308  0.65687692]]	[[[  0.78732179   0.82827767   0.66478054   0.89833674   0.70033999
yes	Correct	residual control		two-level encoding	[[ 0.34303334  0.65696657]]	[[[  0.54930837   0.89187878   0.83488215   0.92000702   0.7550872
yes	Incorrect	mock-up		target of process	[[ 0.3428756  0.6571244]]	[[[  0.84173225   0.91480786   0.85565777   0.91951722   0.72034868
yes	Incorrect	affinity testing		Eclipse	[[ 0.34326223  0.6567378 ]]	[[[  1.   1.   1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
yes	Incorrect	leaf diagram		story point	[[ 0.34355506  0.65644497]]	[[[  0.91000384   0.87780666   0.82633401   0.91910527   0.57946827
yes	Incorrect	statistical process control		presentable	[[ 0.34316823  0.6568318 ]]	[[[  0.94423179   0.94781532   0.96122979   0.85643121   0.64922368
yes	Correct	CRC cards		nice-to-have features	[[ 0.34295082  0.65704912]]	[[[  0.           0.           0.           0.           0.           0.
yes	Incorrect	concurrent enabling		signal interface	[[ 0.34055924  0.65944076]]	[[[  0.           0.           0.           0.84945417   0.53547415
yes	Incorrect	agile retrospective		users' manual	[[ 0.34313279  0.65686721]]	[[[  0.88525622   0.91891379   0.79768538   0.           0.           0.
yes	Incorrect	users' manual		incomplete process	[[ 0.34314674  0.6568532 ]]	[[[  0.91140328   0.92647415   0.86093459   0.           0.           0.
yes	Incorrect	resource histogram		subroutine	[[ 0.34308404  0.65691596]]	[[[  0.86485501   0.73646142   0.8937555    0.85829534   0.77540332
yes	Incorrect	appraisal team leader		export process	[[ 0.34273094  0.65726906]]	[[[  0.           0.           0.           0.92037072   0.66117793
yes	Incorrect	project scope statement		top-down	[[ 0.34314549  0.65685457]]	[[[  0.88642811   0.97250338   0.92426401   0.95642942   0.70905987
yes	Incorrect	functional organization		call by value	[[ 0.34316021  0.65683979]]	[[[  0.89304137   0.93222111   0.88388902   0.75711583   0.71429208
yes	Incorrect	risk state		just in time	[[ 0.3344278   0.66557217]]	[[[ 0.94565079  0.94209864  0.94857731  0.94255547  0.71962664  0.90961778
yes	Incorrect	risk mitigation		software engineering environment	[[ 0.3431761   0.65682387]]	[[[  0.92171981   0.93901145   0.85436201   0.91245124   0.68120754
yes	Incorrect	software design audit		immediate address	[[ 0.34314016  0.65685987]]	[[[  0.86073175   0.90612049   0.7412849    0.93890783   0.73652687
yes	Incorrect	illustrative product		online compiler	[[ 0.34242156  0.65757847]]	[[[  0.           0.           0.           0.85686834   0.49270838
yes	Incorrect	sprint backlog		business epic kanban	[[ 0.34227687  0.65772313]]	[[[  0.           0.           0.           0.90775087   0.81899797
yes	Incorrect	software development folder		rework	[[ 0.34317523  0.65682483]]	[[[  0.91784983   0.87856097   0.93325404   0.91557494   0.62403666
yes	Incorrect	five levels of agile planning		technical complexity adjustment factors	[[ 0.34317768  0.65682232]]	[[[  1.           1.           1.           0.96862399   0.80149682
yes	Incorrect	resource allocation		compiler compiler	[[ 0.34313276  0.65686727]]	[[[  0.79576      0.91166948   0.85417421   0.84075676   0.46860418
yes	Incorrect	mandatory subgroup		perform quality assurance	[[ 0.34316993  0.65683007]]	[[[  1.           1.           1.           0.91058384   0.78617909
yes	Correct	invocation		iteration	[[ 0.14744172  0.85255826]]	[[[ 0.93016838  0.9404099   0.92466116  0.76114046  0.51868664  0.74074472
yes	Incorrect	consecutive		upward compression	[[ 0.34114259  0.65885741]]	[[[  0.           0.           0.           0.86939491   0.41992569
yes	Incorrect	serial		marking of a place	[[ 0.34020498  0.65979499]]	[[[  0.           0.           0.           0.90886515   0.70365502
yes	Incorrect	pbi slotting		sensitivity analysis	[[ 0.34275922  0.65724081]]	[[[  0.           0.           0.           0.94499792   0.65642123
yes	Incorrect	concurrent		integrate	[[ 0.33479968  0.66520035]]	[[[ 0.89620313  0.96100966  0.93278307  0.67766126  0.54012855  0.63759807
yes	Incorrect	straight-line code		nonfunctional requirement	[[ 0.34318119  0.65681875]]	[[[  0.77027006   0.90208491   0.72912044   0.87573239   0.70643589
yes	Correct	release plan		fixed-scope release	[[ 0.2349094   0.76509058]]	[[[  0.           0.           0.           0.96229093   0.78760029
yes	Incorrect	portal		user experience ux	[[ 0.3430934  0.6569066]]	[[[  0.9366849    0.91458631   0.83051889   0.9490757    0.64686169
yes	Incorrect	leading decision		word	[[ 0.34252435  0.65747565]]	[[[  0.           0.           0.           0.9102834    0.6241882
yes	Incorrect	discrimination		work item	[[ 0.34170428  0.65829569]]	[[[  0.92898094   0.95613986   0.8569962    0.90461287   0.60642142
yes	Incorrect	logical record		offline	[[ 0.34164155  0.6583584 ]]	[[[  0.92182345   0.92917882   0.8810419    0.91148226   0.69195153
yes	Incorrect	tolerance		software hazard	[[ 0.34057564  0.65942436]]	[[[  0.           0.           0.           0.86474053   0.55044262
yes	Incorrect	straightline coding		product requirement	[[ 0.34244281  0.65755719]]	[[[  0.           0.           0.           0.93083785   0.70353955
yes	Incorrect	plan standard		relocating assembler	[[ 0.34269232  0.65730768]]	[[[  0.88176624   0.91309346   0.73219762   0.95832176   0.81195572
yes	Incorrect	T-profile		control language	[[ 0.33538023  0.6646198 ]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
yes	Correct	trailing decision		leading decision UNTIL	[[ 0.21788621  0.78211373]]	[[[  1.   1.   1.   0.   0.   0.   1.   0.   0.   0.   1.   0.   0.   1.
yes	Incorrect	information product		root	[[ 0.34307769  0.65692228]]	[[[  0.85123026   0.93412703   0.85218252   0.85114981   0.53456943
yes	Incorrect	planned process		x interceptor	[[ 0.34273738  0.65726268]]	[[[  0.91926883   0.83815249   0.90890809   0.62326548   0.446939
yes	Correct	address modification		effective address	[[ 0.33072671  0.66927332]]	[[[  0.88764151   0.87982098   0.86512016   0.95018203   0.81374859
yes	Correct	high-level design		architecture	[[ 0.34321204  0.65678787]]	[[[  0.95096347   0.99415342   0.9574036    0.96723647   0.81227172
yes	Correct	loop control		leading decision	[[ 0.34036788  0.65963215]]	[[[  0.           0.           0.           0.82849504   0.65150221
yes	Incorrect	output product		start date	[[ 0.34358126  0.65641874]]	[[[  0.83435644   0.89200302   0.84477927   0.91468315   0.72942608
yes	Correct	parameter		adaptation	[[ 0.26919419  0.73080581]]	[[[ 0.91268935  0.94115475  0.879307    0.84436815  0.5582207   0.74877556
yes	Incorrect	sandbox		near-critical activity	[[ 0.34310275  0.65689725]]	[[[  0.           0.           0.           0.90703546   0.76196525
yes	Incorrect	control chart		calling box	[[ 0.34198776  0.65801227]]	[[[  0.91696342   0.92646457   0.87660508   0.87299955   0.58661773
yes	Incorrect	local data		content store	[[ 0.34115034  0.65884966]]	[[[  0.97437627   0.98061157   0.92301824   0.97262292   0.8681565
yes	Incorrect	mixed mode		process outcome	[[ 0.34178239  0.65821761]]	[[[  0.92856103   0.94798525   0.93716452   0.93584278   0.7052169
yes	Incorrect	diagram boundary		Nassi-Shneiderman chart	[[ 0.34315214  0.65684783]]	[[[  0.78216301   0.67737121   0.88182604   0.97055912   0.82832572
yes	Correct	pause		stop	[[ 0.13512488  0.86487514]]	[[[ 0.96191132  0.98332315  0.97033809  0.87311895  0.57469828  0.80378199
yes	Correct	CRC cards		must-have features	[[ 0.34280723  0.65719277]]	[[[  0.           0.           0.           0.           0.           0.
yes	Incorrect	conformance		rescue point	[[ 0.34257153  0.65742844]]	[[[  0.74642556   0.8991459    0.67392067   0.89270856   0.61003499
yes	Correct	call graph		data structure diagram	[[ 0.34314951  0.65685046]]	[[[  0.93279033   0.96470639   0.94284696   0.96162184   0.80892661
yes	Incorrect	configuration audit		deliver primitive	[[ 0.34182522  0.65817481]]	[[[  0.           0.           0.           0.95671681   0.80613968
yes	Incorrect	internal measure		stage	[[ 0.34328559  0.65671444]]	[[[  0.91723926   0.94452633   0.87261487   0.88992307   0.70600839
yes	Incorrect	estimate activity durations		triggers	[[ 0.34317645  0.65682358]]	[[[  0.93793518   0.94955693   0.93585312   0.93630447   0.7237046
yes	Incorrect	project control point		assumptions analysis	[[ 0.34271288  0.65728706]]	[[[  0.           0.           0.           0.87510452   0.60321627
yes	Incorrect	anomaly		method standard	[[ 0.34291902  0.65708095]]	[[[  0.9547029    0.95665487   0.93945646   0.96452921   0.58808527
yes	Incorrect	forms design sheet		output product	[[ 0.3422718   0.65772825]]	[[[  0.           0.           0.           0.84732941   0.7386043
yes	Incorrect	assessment purpose		interpreter	[[ 0.34308544  0.65691453]]	[[[  0.8006368    0.86419853   0.84894081   0.87989318   0.50010602
yes	Correct	change		enhancement	[[ 0.25927737  0.7407226 ]]	[[[ 0.92339908  0.92531047  0.87996772  0.96600022  0.68991145  0.877317
yes	Incorrect	data model		adaptation data	[[ 0.16593264  0.83406734]]	[[[ 0.8661327   0.92861802  0.83077347  0.85845805  0.62975754  0.74058401
yes	Incorrect	network open end		measuring instrument	[[ 0.34167129  0.65832877]]	[[[  0.           0.           0.           0.82247483   0.64854077
yes	Incorrect	decompile		leading decision	[[ 0.33859482  0.66140515]]	[[[  0.           0.           0.           0.78698339   0.43701122
yes	Incorrect	stop		resource management	[[ 0.34313026  0.65686971]]	[[[  0.95440395   0.95387201   0.92681819   0.89080491   0.6810926
yes	Incorrect	Monte Carlo simulation		compiler directive source statement	[[ 0.34315488  0.65684509]]	[[[  0.           0.           0.           0.8523996    0.43080615
yes	Incorrect	load		queue	[[ 0.15133396  0.84866601]]	[[[ 0.9290451   0.9294652   0.90122064  0.86148034  0.52146948  0.74363205
yes	Correct	branch		case	[[ 0.16262931  0.83737069]]	[[[ 0.89421587  0.91661851  0.70792456  0.94418037  0.68970361  0.82644181
yes	Correct	muda		mura	[[  4.95749235e-04   9.99504209e-01]]	[[[ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
yes	Correct	configuration status accounting		development record	[[ 0.34317654  0.65682346]]	[[[  0.87339249   0.8944386    0.7965442    0.94113998   0.72406211
yes	Incorrect	outsourcing		application engineering	[[ 0.34319797  0.65680212]]	[[[  0.82442056   0.90568988   0.77646928   0.94075356   0.68599539
yes	Correct	computer performance evaluation		throughput	[[ 0.34316698  0.65683305]]	[[[  0.           0.           0.           0.94014878   0.74203521
yes	Incorrect	decision		content assist	[[ 0.3440538   0.65594614]]	[[[  0.86232422   0.90888722   0.78970577   0.92125728   0.70657971
yes	Incorrect	ideal hours		computer resource	[[ 0.34317943  0.65682054]]	[[[  0.89849267   0.88627681   0.80395137   0.88611643   0.69410297
yes	Incorrect	high level		Administer Procurements	[[ 0.34296903  0.657031  ]]	[[[  0.           0.           0.           0.89279805   0.67649953
yes	Incorrect	character		appraisal participants	[[ 0.34300888  0.65699106]]	[[[  0.           0.           0.           0.88171025   0.46807894
yes	Correct	turnkey		n-level address	[[ 0.3419899   0.65801007]]	[[[  0.           0.           0.           0.88836455   0.65154233
yes	Incorrect	procedure-oriented language		attribute for quality measure	[[ 0.34311184  0.65688819]]	[[[  0.           0.           0.           0.92848208   0.69894361
yes	Correct	assemble		interpret	[[ 0.20780167  0.79219836]]	[[[ 0.93524234  0.96419204  0.90383502  0.9084499   0.4958455   0.79498957
yes	Incorrect	common data		chip	[[ 0.34024665  0.65975332]]	[[[  0.90058419   0.91540144   0.88647412   0.85052411   0.50608146
yes	Correct	computer performance evaluation		system profile	[[ 0.34313339  0.65686661]]	[[[  0.           0.           0.           0.96273954   0.71799962
yes	Incorrect	absolute assembler		trade study	[[ 0.34306094  0.65693909]]	[[[  0.90025      0.93992487   0.88245757   0.86380725   0.59924629
yes	Incorrect	navigational aids		product backlog grooming	[[ 0.34318444  0.65681559]]	[[[  0.83056086   0.8479429    0.68067937   0.87346023   0.64886752
yes	Incorrect	time and material contract		data function	[[ 0.34315541  0.65684456]]	[[[  0.78426978   0.76144589   0.6529555    0.82734971   0.62871706
yes	Incorrect	happy day scenario		self-directed work team	[[ 0.34304139  0.65695864]]	[[[  0.           0.           0.           0.97414918   0.88136558
yes	Incorrect	information processing requirements		organization level	[[ 0.34317699  0.65682304]]	[[[  0.91372555   0.96711851   0.92286917   0.92559304   0.58454198
yes	Incorrect	reference user requirement collection		project	[[ 0.34317666  0.6568234 ]]	[[[  0.           0.           0.           0.95531879   0.80721944
yes	Correct	background		foreground	[[ 0.11897516  0.88102478]]	[[[ 0.90392994  0.93139226  0.90141304  0.92754295  0.77498835  0.84257083
yes	Incorrect	computer resource		test	[[ 0.34323719  0.65676278]]	[[[  0.93100627   0.94770313   0.86252428   0.9257632    0.635592
yes	Incorrect	technical debt		program flowchart	[[ 0.34319785  0.65680212]]	[[[  0.93568241   0.93027165   0.85906974   0.90689209   0.74122626
yes	Incorrect	trademark		tunnel notation	[[ 0.34226069  0.65773934]]	[[[  0.           0.           0.           0.80563544   0.33185221
yes	Incorrect	database design specification		defensive programming	[[ 0.34317297  0.65682709]]	[[[  0.93986495   0.94346505   0.85635424   0.94171462   0.74302686
yes	Incorrect	pigs and chickens		input loopback	[[ 0.34161827  0.6583817 ]]	[[[  0.           0.           0.           0.74996095   0.47203992
yes	Incorrect	authority		numeric character	[[ 0.34348622  0.65651381]]	[[[  0.87699067   0.89304635   0.8359951    0.81623791   0.51132462
yes	Incorrect	the three cs		iteration	[[ 0.34369496  0.65630507]]	[[[  0.92226801   0.93646844   0.91153161   0.86579264   0.61047208
yes	Incorrect	bubble chart		mean time to repair	[[ 0.34306186  0.65693808]]	[[[  0.85806233   0.88119698   0.75440966   0.91601577   0.7495127
yes	Incorrect	boundary arrow		process area	[[ 0.33925503  0.66074497]]	[[[  0.           0.           0.           0.81817447   0.52094511
yes	Incorrect	link validity		planning board	[[ 0.34241104  0.6575889 ]]	[[[  0.89540963   0.93590789   0.83671111   0.92206451   0.72575157
yes	Incorrect	software integrity level		buffering	[[ 0.3428452  0.6571548]]	[[[  0.           0.           0.           0.92405141   0.72014639
yes	Incorrect	system of systems		mandatory nonidentifying relationship	[[ 0.34317002  0.65682995]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
yes	Incorrect	mapping		label	[[ 0.16528513  0.83471483]]	[[[ 0.90544164  0.93318336  0.86676941  0.90139099  0.45200773  0.7979926
yes	Incorrect	semantics		story point	[[ 0.34406725  0.65593272]]	[[[ 0.80482646  0.8922848   0.82574019  0.92315278  0.52922648  0.7496761
yes	Correct	product line		system	[[ 0.34325793  0.6567421 ]]	[[[  0.91351931   0.89282854   0.87714612   0.90685288   0.69006018
yes	Correct	hidden		protected	[[ 0.30235484  0.69764513]]	[[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  1.  8.
yes	Incorrect	bug seeding		critical path	[[ 0.34090951  0.65909046]]	[[[  0.           0.           0.           0.94530046   0.68724298
yes	Incorrect	external interface requirement		analog computer	[[ 0.34316084  0.65683925]]	[[[  0.79749099   0.           0.62318851   0.90264237   0.58878545
yes	Incorrect	macro definition		complexity points	[[ 0.34293157  0.65706843]]	[[[  0.93299955   0.95195432   0.8987482    0.94249843   0.70836293
yes	Incorrect	regulation		defect density	[[ 0.34257191  0.65742815]]	[[[  0.94505043   0.96181792   0.901547     0.929368     0.62608472
yes	Correct	branch		statement testing	[[ 0.34307829  0.65692174]]	[[[  0.90785801   0.92757782   0.72548708   0.89374701   0.69895711
yes	Incorrect	annotate		call by location	[[ 0.34165707  0.6583429 ]]	[[[  0.91316128   0.93388788   0.88519989   0.92081213   0.57045794
yes	Incorrect	long-term asset		source code	[[ 0.34458163  0.6554184 ]]	[[[  0.93218116   0.89982844   0.94593716   0.74491353   0.47932802
yes	Incorrect	cardinality		subtype	[[ 0.34384292  0.65615708]]	[[[  0.91806568   0.96578355   0.94531977   0.79838513   0.46252062
yes	Incorrect	hierarchical decomposition		sample instance table	[[ 0.34313366  0.65686637]]	[[[  0.           0.           0.           0.94031173   0.82276069
yes	Correct	simple domain		Cynefin	[[ 0.26196018  0.73803985]]	[[[  0.90165012   0.94575435   0.82757501   0.9248699    0.67641349
yes	Incorrect	program status word		potentially shippable product increment	[[ 0.34317759  0.65682244]]	[[[  0.8609114    0.87864159   0.72700268   0.93284876   0.67982424
yes	Incorrect	fourth generation language		operation code	[[ 0.3430976   0.65690237]]	[[[  0.93253381   0.96505556   0.9453384    0.89497564   0.71450684
yes	Incorrect	text processing		reset	[[ 0.34264126  0.65735877]]	[[[  0.9389399    0.9563477    0.96166118   0.88481547   0.69094264
yes	Incorrect	requirement standard		category discriminator	[[ 0.34316525  0.65683472]]	[[[  0.92558393   0.95664525   0.91944105   0.87943601   0.64356313
yes	Correct	cast		coerce	[[ 0.16593386  0.83406615]]	[[[ 0.96093839  0.98085572  0.94390963  0.75516407  0.40124812  0.68413837
yes	Incorrect	downstream		transaction transparency	[[ 0.34321657  0.6567834 ]]	[[[  0.90310126   0.9220626    0.85509126   0.87078403   0.5201506
yes	Correct	kanban		agile	[[ 0.0775318   0.92246813]]	[[[ 0.95857419  0.98080847  0.90323301  0.98145943  0.70090762  0.89598739
yes	Correct	product		goods	[[ 0.33944505  0.66055495]]	[[[ 0.          0.          0.          0.          0.          0.          0.
yes	Incorrect	Groschs law		activity list	[[ 0.33520555  0.66479445]]	[[[  0.           0.           0.           0.90625855   0.56555832
yes	Incorrect	program-sensitive fault		e-mail	[[ 0.34296337  0.6570366 ]]	[[[  0.           0.           0.           0.88668748   0.60594096
yes	Incorrect	punch list		artifact	[[ 0.34294325  0.65705675]]	[[[ 0.92468894  0.95358797  0.84575139  0.90852787  0.54028457  0.76721355
yes	Incorrect	data store		delivered source statement	[[ 0.34303001  0.65696996]]	[[[  0.           0.           0.           0.87655994   0.62959856
yes	Incorrect	build measure learn		identifier	[[ 0.34306121  0.65693879]]	[[[  0.89649442   0.92031199   0.87724856   0.8338943    0.53573433
yes	Incorrect	backup		control limits	[[ 0.34303439  0.65696567]]	[[[  0.87651211   0.90253788   0.88322861   0.90234945   0.67014763
yes	Incorrect	emergent opportunity		invest acronym	[[ 0.34345898  0.65654105]]	[[[  1.           1.           1.           0.91504254   0.43344703
yes	Incorrect	entity-relationship diagram		directory	[[ 0.34317383  0.65682614]]	[[[  0.88262557   0.8930782    0.86827301   0.92370558   0.68521108
yes	Incorrect	data characteristic		project organization chart	[[ 0.34316912  0.65683091]]	[[[  0.82612492   0.86824162   0.8475289    0.94169119   0.8358749
yes	Incorrect	evaluation procedure		chief programmer	[[ 0.34302524  0.65697485]]	[[[  0.89577708   0.89108057   0.78432763   0.84722526   0.58458229
yes	Incorrect	alpha testing		data flow	[[ 0.34189036  0.65810966]]	[[[  0.89749173   0.90905381   0.79390371   0.90974835   0.56011756
yes	Correct	artifact		version	[[ 0.20656201  0.79343796]]	[[[ 0.94263078  0.95969024  0.88488833  0.85411834  0.45087423  0.69682993
yes	Incorrect	role		complete table	[[ 0.343613    0.65638703]]	[[[  0.94335111   0.96890549   0.95623216   0.88031582   0.58177427
yes	Incorrect	technical management		network chart	[[ 0.34308115  0.65691882]]	[[[  0.88868195   0.85402895   0.79061941   0.90846012   0.60975412
yes	Incorrect	life cycle processes		monadic selective construct	[[ 0.34306711  0.65693283]]	[[[  0.           0.           0.           0.87422444   0.67567549
yes	Correct	peer review		structured walkthrough	[[ 0.34314898  0.65685105]]	[[[  0.84209712   0.66764098   0.70132213   0.92832864   0.70041926
yes	Incorrect	supporting process		transactional function	[[ 0.34312615  0.65687376]]	[[[  0.93709634   0.94441982   0.90218919   0.94328554   0.71961183
yes	Incorrect	action of interest		system design	[[ 0.34309253  0.6569075 ]]	[[[  0.91983779   0.91468064   0.87819437   0.91468663   0.65933785
yes	Incorrect	control breakpoint		spooler	[[ 0.34310895  0.65689105]]	[[[  0.92016536   0.95766616   0.896244     0.930446     0.59415601
yes	Correct	ceremony		unnecessary formality	[[ 0.3429158   0.65708417]]	[[[  0.80351472   0.89648796   0.72583705   0.94953292   0.73768588
yes	Incorrect	resolve		log out	[[ 0.29198641  0.70801359]]	[[[ 0.89912725  0.94213098  0.92247882  0.85820572  0.53438645  0.71315344
yes	Correct	Groschs law		computer performance evaluation	[[ 0.34317714  0.65682286]]	[[[  1.           1.           1.           0.94535164   0.59535845
yes	Incorrect	resource management		strong typing	[[ 0.34310248  0.65689754]]	[[[  0.89357962   0.94902266   0.89084561   0.8796999    0.66357575
yes	Correct	subprogram		coroutine	[[ 0.31257331  0.68742669]]	[[[ 0.89315973  0.96019987  0.90431204  0.92911175  0.63191298  0.92788325
yes	Incorrect	conformance		internal quality	[[ 0.34297186  0.65702814]]	[[[  0.88948799   0.94202775   0.85303944   0.93153168   0.83393905
yes	Incorrect	protection exception		project area configuration	[[ 0.34287515  0.65712482]]	[[[  0.78822119   0.90699642   0.89449785   0.92688148   0.68262799
yes	Incorrect	explicit address		baseline staging stream	[[ 0.34272668  0.65727329]]	[[[  0.           0.           0.           0.92021849   0.73484294
yes	Incorrect	interface task		generalization hierarchy	[[ 0.34315619  0.65684384]]	[[[  0.89747487   0.94892759   0.8717622    0.94874276   0.69625135
yes	Correct	support		system life cycle	[[ 0.34236586  0.65763414]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
yes	Correct	flexibility		adaptability	[[ 0.16081174  0.83918828]]	[[[ 0.95911032  0.98683145  0.92755393  0.91106308  0.62000425  0.85836408
yes	Correct	postprocessor		preprocessor	[[ 0.06401997  0.93598008]]	[[[ 0.91364526  0.95362545  0.84874669  0.93796837  0.69191999  0.93592571
yes	Incorrect	verb phrase		process improvement project	[[ 0.34307551  0.65692449]]	[[[  0.           0.           0.           0.832271     0.43476284
yes	Incorrect	organizational maturity		antifragility	[[ 0.34290326  0.6570968 ]]	[[[  0.           0.           0.           0.96284218   0.57385348
yes	Incorrect	invariant		Eclipse	[[ 0.32070956  0.67929047]]	[[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  8.
yes	Incorrect	closed subroutine		data attribute	[[ 0.34279987  0.6572001 ]]	[[[  0.90261509   0.92684266   0.90942891   0.86872956   0.67180088
yes	Incorrect	code smell		computer software configuration	[[ 0.34317636  0.65682358]]	[[[  0.94540206   0.95102034   0.87944039   0.93241857   0.73063352
yes	Incorrect	detailed design phase		configuration item	[[ 0.34311792  0.65688199]]	[[[  0.68663314   0.89379893   0.74389192   0.96733648   0.76398974
yes	Incorrect	deliver		critical path method	[[ 0.34315044  0.65684962]]	[[[  0.93137293   0.93689265   0.88817067   0.90795856   0.67280135
yes	Incorrect	requirements review		independent entity	[[ 0.34293142  0.65706861]]	[[[  0.91009264   0.95438132   0.89591179   0.89596298   0.76741424
yes	Incorrect	basis set		software quality measure	[[ 0.34311751  0.65688246]]	[[[  0.68087866   0.7426432    0.78350992   0.88441232   0.65131596
yes	Correct	supervisory program		supervisor	[[ 0.34177822  0.65822178]]	[[[ 0.88092229  0.76532219  0.71967422  0.9298247   0.58562822  0.81135906
yes	Incorrect	waste		triggering event	[[ 0.34324843  0.65675157]]	[[[  0.90325864   0.94670491   0.85486157   0.87261071   0.73212457
yes	Incorrect	adaptive maintenance		curriculum standard	[[ 0.34309375  0.65690619]]	[[[  0.73571689   0.68620189   0.72826945   0.8558391    0.5403191
yes	Incorrect	executable requirements specification		agile development practices	[[ 0.34315425  0.65684575]]	[[[  0.           0.           0.           0.97796644   0.84247835
yes	Incorrect	computer software configuration item		meta-entity	[[ 0.3431769  0.6568231]]	[[[  0.92808193   0.94640176   0.81733061   0.85826283   0.67134116
yes	Correct	on-line		real time	[[ 0.33028504  0.66971499]]	[[[ 0.92062485  0.96441813  0.95351763  0.937267    0.77250393  0.86376576
yes	Incorrect	timesharing		solution domain	[[ 0.3423551   0.65764493]]	[[[  0.94687217   0.97168955   0.91959466   0.92408661   0.75567978
yes	Incorrect	solicitation package		method	[[ 0.34301743  0.65698254]]	[[[  0.           0.           0.           0.85992695   0.52089086
yes	Incorrect	symbolic trace		time slicing	[[ 0.34180716  0.65819287]]	[[[  0.89757837   0.92003431   0.89533905   0.85539116   0.73673992
yes	Correct	artifact		practice	[[ 0.16465031  0.83534968]]	[[[ 0.89850225  0.92638743  0.86902403  0.90461522  0.65916847  0.83874314
yes	Incorrect	waterscrum		screen flow	[[ 0.34366232  0.65633768]]	[[[  0.80294241   0.88212881   0.65071101   0.81177783   0.50980447
yes	Incorrect	done		derived requirement	[[ 0.34315214  0.65684783]]	[[[  0.93143599   0.95295988   0.87133942   0.92694137   0.56995729
yes	Incorrect	error processing		quality management plan	[[ 0.34280872  0.65719128]]	[[[  0.           0.           0.           0.87879348   0.67947717
yes	Incorrect	intermediate software product		alias	[[ 0.34316576  0.6568343 ]]	[[[  0.           0.           0.           0.83931197   0.57091836
yes	Incorrect	practice		leaf node	[[ 0.32645348  0.67354649]]	[[[ 0.849232    0.82125227  0.88632844  0.7776979   0.55761687  0.72353948
yes	Incorrect	attribute		graph	[[ 0.25328705  0.74671298]]	[[[ 0.90083358  0.92521038  0.88161261  0.95920985  0.6669227   0.86115193
yes	Incorrect	simple token		library	[[ 0.34140646  0.65859354]]	[[[  0.86604766   0.92651691   0.77689493   0.95675678   0.68334745
yes	Incorrect	common storage		online documentation system	[[ 0.3431702   0.65682983]]	[[[  0.90468038   0.91873945   0.86052916   0.89464031   0.73123113
yes	Incorrect	design-to-cost		code churn	[[ 0.34273583  0.65726417]]	[[[  0.88141155   0.8386689    0.8033052    0.93732782   0.77551361
yes	Incorrect	persistent storage		component	[[ 0.34322736  0.65677267]]	[[[  0.92203743   0.94731206   0.93174855   0.95069418   0.78200091
yes	Incorrect	discrete effort		IDEF0 model	[[ 0.34295186  0.65704811]]	[[[  1.           1.           1.           0.92797259   0.79740066
